,index,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
561,3869,3869,3869,ScAcO3,Sc,Ac,0,element not in BV,element not in BV,0.87,1.12,orthorhombic,-3.507,0.255,0,16.091,3.507,5.962,6.047,8.927,90,90,90,-6.533,0.8296296296,0.6355372689,6.54,5.17,1.36,1.1,0.6355372689
562,3132,3132,3132,PbUO3,Pb,U,0,2,4,1.49,0.89,orthorhombic,-2.715,0.105,0.4,16.492,1.935,6.032,6.278,8.711,90,90,90,-0.35470613837242126,0.6592592593,0.8965103833,7.416,6.05,2.33,1.38,0.8965103833
563,2269,2269,2269,LuBaO3,Lu,Ba,0,not balanced,not balanced,1.03,1.35,orthorhombic,-2.871,0.291,0.2,17.7,0.642,6.409,6.753,8.18,90,90,90,-8.533,1.0,0.623301533,5.4259,5.212000000000001,1.27,0.89,0.623301533
564,3340,3340,3340,PrSmO3,Pr,Sm,0,3,3,1.18,0.96,cubic,-2.872,0.767,0,17.13,1.274,4.408,4.408,4.408,90,90,90,3.759,0.7111111111,0.7744502842000001,5.46,5.64,1.13,1.17,0.7744502842000001
565,3960,3960,3960,SiEuO3,Si,Eu,0,not balanced,not balanced,0.4,1.06,orthorhombic,-3.284,-0.081,0,11.892,3.915,4.56,5.029,10.372,90,90,90,-9.213,0.7851851851999999,0.5134592809,8.151,5.67,1.9,1.2,0.5134592809
566,743,743,743,CdCrO3,Cd,Cr,0,2,4,1.31,0.55,orthorhombic,-1.684,0.138,0.4,10.58,0.336,5.255,5.359,7.514,90,90,90,0.721,0.40740740740000003,0.9899494937000001,8.993,6.766,1.69,1.66,0.9899494937000001
567,185,185,185,AlNpO3,Al,Np,0,element not in BV,element not in BV,0.54,0.86,orthorhombic,-3.234,0.268,0.8,13.507,1.468,5.448,5.46,9.082,90,90,90,-1.407,0.637037037,0.6047202789,5.986000000000001,6.19,1.61,1.36,0.6047202789
568,4690,4690,4690,TlEuO3,Tl,Eu,0,not balanced,not balanced,1.7,1.06,orthorhombic,-1.667,0.176,0.2,15.218,0.341,6.101,6.138,8.127,90,90,90,-3.699,0.7851851851999999,0.8948861754,6.108,5.67,1.62,1.2,0.8948861754
569,2226,2226,2226,LiNbO3,Li,Nb,1,1,5,0.92,0.64,rhombohedral,-2.704,0.033,0,10.725,2.613,5.467,5.467,5.467,56.9,56.9,56.9,4.763,0.47407407409999996,0.8065991926,5.392,6.88,0.98,1.6,0.8065991926
570,3386,3386,3386,PtKO3,Pt,K,0,element not in BV,element not in BV,0.67,1.38,orthorhombic,-0.817,0.257,0.2,18.886,0.276,6.311,6.337,9.445,90,90,90,-10.896,1.0222222222,0.5232072154,9.0,4.341,2.28,0.82,0.5232072154
571,1869,1869,1869,HoPmO3,Ho,Pm,0,element not in BV,element not in BV,1.12,0.97,cubic,-2.547,1.228,0,17.103,0.52,4.406,4.406,4.406,90,90,90,-1.72,0.7185185184999999,0.752824892,6.018,5.553999999999999,1.23,1.13,0.752824892
572,2184,2184,2184,LaVO3,La,V,1,3,3,1.36,0.64,orthorhombic,-3.248,-0.077,0.4,12.379,1.248,5.537,5.689,7.859,90,90,90,4.609,0.47407407409999996,0.9629444106,5.58,6.74,1.1,1.63,0.9629444106
573,2409,2409,2409,MnAcO3,Mn,Ac,0,element not in BV,element not in BV,0.96,1.12,orthorhombic,-2.604,0.314,0.8,15.237,0.299,5.902,5.987,8.625,90,90,90,-3.019,0.8296296296,0.6613022933,7.435,5.17,1.55,1.1,0.6613022933
574,5288,5288,5288,ZrMgO3,Zr,Mg,0,not balanced,not balanced,0.89,0.72,cubic,-2.36,0.998,0,10.17,0.718,3.705,3.705,3.705,90,90,90,0.77,0.5333333333,0.7651783526,6.84,7.646,1.33,1.31,0.7651783526
575,3562,3562,3562,RbTaO3,Rb,Ta,0,1,5,1.72,0.64,tetragonal,-2.824,0.048,0,13.367,2.228,4.027,4.027,4.121,90,90,90,6.335,0.47407407409999996,1.0908632252,4.177,7.89,0.82,1.5,1.0908632252
576,3108,3108,3108,Pb2O3,Pb,Pb,0,not balanced,not balanced,1.49,0.99,orthorhombic,-1.18,0.054,0.23024652898311615,15.14,0.516,5.885,6.086,8.454,90,90,90,1.215,0.7333333333,0.8581979737000001,7.416,7.416,2.33,2.33,0.8581979737000001
577,2756,2756,2756,NdSmO3,Nd,Sm,0,3,3,1.27,0.96,cubic,-2.834,0.827,0,17.064,1.318,4.402,4.402,4.402,90,90,90,0.939,0.7111111111,0.801999899,5.53,5.64,1.14,1.17,0.801999899
578,1529,1529,1529,GaYO3,Ga,Y,0,not balanced,not balanced,0.62,0.9,rhombohedral,-2.835,0.134,0,13.399,3.344,5.952,5.952,5.952,55.6,55.6,55.6,-5.202,0.6666666667,0.6191112706,5.999,6.38,1.81,1.22,0.6191112706
579,3882,3882,3882,ScCrO3,Sc,Cr,0,1,5,0.87,0.49,cubic,-2.486,0.658,0.6,10.702,0.436,3.768,3.768,3.768,90,90,90,2.781,0.36296296299999997,0.8531397034,6.54,6.766,1.36,1.66,0.8531397034
580,2479,2479,2479,MnYbO3,Mn,Yb,0,not balanced,not balanced,0.96,0.95,rhombohedral,-2.293,0.317,0.6,13.057,1.473,5.875,5.875,5.875,56.1,56.1,56.1,-4.328,0.7037037037,0.7101811585,7.435,6.254,1.55,1.1,0.7101811585
581,479,479,479,BaPaO3,Ba,Pa,1,element not in BV,element not in BV,1.61,0.91,orthorhombic,-3.153,-0.219,0.2,17.997,2.695,6.316,6.361,8.959,90,90,90,6.391,0.6740740741,0.9261221559,5.212000000000001,5.89,0.89,1.5,0.9261221559
582,5224,5224,5224,ZnPaO3,Zn,Pa,0,element not in BV,element not in BV,0.9,0.91,rhombohedral,-2.497,0.021,0.2,14.663,1.523,6.136,6.136,6.136,55.6,55.6,55.6,3.359,0.6740740741,0.7039779901000001,9.394,5.89,1.65,1.5,0.7039779901000001
583,5265,5265,5265,ZrCaO3,Zr,Ca,0,not balanced,not balanced,0.89,1.0,orthorhombic,-3.358,0.159,0,13.518,3.105,5.219,5.5,9.42,90,90,90,-0.35470613837242126,0.7407407407,0.6740081659,6.84,6.1129999999999995,1.33,1.0,0.6740081659
584,4973,4973,4973,WCaO3,W,Ca,0,4,2,0.66,1.0,rhombohedral,-2.37,0.393,0,14.438,0.855,5.777,5.777,5.777,62.7,62.7,62.7,-13.482,0.7407407407,0.6048019703,7.98,6.1129999999999995,2.36,1.0,0.6048019703
585,500,500,500,BaThO3,Ba,Th,1,2,4,1.61,0.94,orthorhombic,-3.62,-0.004,0,18.557,4.363,6.369,6.443,9.045,90,90,90,6.151,0.6962962963,0.9139895512,5.212000000000001,6.08,0.89,1.3,0.9139895512
586,2,2,2,AcAlO3,Ac,Al,0,element not in BV,element not in BV,1.12,0.54,cubic,-3.532,-0.11,0,11.487,4.307,3.858,3.858,3.858,90,90,90,6.695,0.4,0.924102513,5.17,5.986000000000001,1.1,1.61,0.924102513
587,4467,4467,4467,TeCsO3,Te,Cs,0,not balanced,not balanced,0.77,1.67,orthorhombic,-1.388,0.176,0.23024652898311615,23.232,0.302,6.235,6.401,11.642,90,90,90,-11.316,1.2370370370000001,0.4963795947,9.009,3.8939999999999997,2.1,0.79,0.4963795947
588,4020,4020,4020,SmBO3,Sm,B,0,not balanced,not balanced,1.24,0.27,cubic,-2.474,0.849,0,8.649,2.677,3.51,3.51,3.51,90,90,90,5.211,0.2,1.1304978786,5.64,8.298,1.17,2.04,1.1304978786
589,3503,3503,3503,PuZrO3,Pu,Zr,0,element not in BV,element not in BV,0.96,0.72,orthorhombic,-3.44,0.02,1.2,13.845,0.423,5.747,5.879,8.195,90,90,90,3.634,0.5333333333,0.7890901761,6.06,6.84,1.28,1.33,0.7890901761
590,752,752,752,CdGeO3,Cd,Ge,1,2,4,1.31,0.53,orthorhombic,-1.588,0.114,0.23024652898311615,10.494,1.201,5.259,5.32,7.501,90,90,90,3.067,0.39259259259999996,1.0004808713,8.993,7.899,1.69,2.01,1.0004808713
591,3232,3232,3232,PmGaO3,Pm,Ga,0,element not in BV,element not in BV,1.14,0.62,orthorhombic,-2.912,-0.023,0,11.543,4.033,5.389,5.565,7.699,90,90,90,4.789,0.4592592593,0.8937542564000001,5.553999999999999,5.999,1.13,1.81,0.8937542564000001
592,4158,4158,4158,SnYbO3,Sn,Yb,0,3,3,0.81,0.87,orthorhombic,-2.424,0.262,0.23024652898311615,13.313,0.788,5.62,5.644,8.395,90,90,90,-5.343,0.6444444443999999,0.6879957871,7.343999999999999,6.254,1.96,1.1,0.6879957871
593,4871,4871,4871,UScO3,U,Sc,0,3,3,1.03,0.75,orthorhombic,-3.609,0.013,0.6,13.125,2.023,5.6,5.831,8.039,90,90,90,4.046,0.5555555556,0.8013876853,6.05,6.54,1.38,1.36,0.8013876853
594,2849,2849,2849,NpAlO3,Np,Al,0,element not in BV,element not in BV,0.98,0.54,rhombohedral,-3.502,-0.129,0.8,10.629,2.622,5.307,5.307,5.307,60.2,60.2,60.2,6.44,0.4,0.8717242329000001,6.19,5.986000000000001,1.36,1.61,0.8717242329000001
595,1193,1193,1193,DyHoO3,Dy,Ho,0,not balanced,not balanced,1.08,0.9,cubic,-2.956,0.906,0,15.202,1.781,4.236,4.236,4.236,90,90,90,1.312,0.6666666667,0.7636753237,5.94,6.018,1.22,1.23,0.7636753237
596,868,868,868,CeTmO3,Ce,Tm,1,3,3,1.34,0.88,orthorhombic,-3.711,0.015,0,14.65,5.086,5.798,6.03,8.381,90,90,90,4.953,0.6518518519,0.8529673728,5.54,6.184,1.12,1.25,0.8529673728
597,2165,2165,2165,LaRbO3,La,Rb,0,not balanced,not balanced,1.36,1.52,orthorhombic,-2.186,0.239,0,19.456,1.452,6.524,6.582,9.063,90,90,90,-2.592,1.1259259259,0.6676861941,5.58,4.177,1.1,0.82,0.6676861941
598,4747,4747,4747,TmAlO3,Tm,Al,1,3,3,1.05,0.54,orthorhombic,-3.616,-0.017,0,9.976,6.198,5.108,5.339,7.316,90,90,90,6.232,0.4,0.8979133729000001,6.184,5.986000000000001,1.25,1.61,0.8979133729000001
599,4933,4933,4933,VPbO3,V,Pb,0,2,4,0.79,0.78,rhombohedral,-1.794,0.288,0.2,16.128,1.394,6.164,6.164,6.164,58.9,58.9,58.9,-0.35470613837242126,0.5777777778000001,0.7104265313,6.74,7.416,1.63,2.33,0.7104265313
600,3089,3089,3089,PbHfO3,Pb,Hf,1,2,4,1.49,0.71,orthorhombic,-2.824,0.008,0,13.752,3.019,5.759,5.829,8.193,90,90,90,-0.35470613837242126,0.5259259259000001,0.974846242,7.416,6.65,2.33,1.3,0.974846242
601,494,494,494,BaSnO3,Ba,Sn,1,2,4,1.61,0.69,cubic,-2.443,-0.052,0.23024652898311615,14.338,0.883,4.154,4.154,4.154,90,90,90,4.152,0.5111111111,1.0259980747,5.212000000000001,7.343999999999999,0.89,1.96,1.0259980747
602,1255,1255,1255,ErCsO3,Er,Cs,0,not balanced,not balanced,1.06,1.67,orthorhombic,-1.96,0.552,0,18.157,0.361,5.074,6.003,11.921,90,90,90,-0.35470613837242126,1.2370370370000001,0.564280577,6.101,3.8939999999999997,1.24,0.79,0.564280577
603,333,333,333,AuPaO3,Au,Pa,0,element not in BV,element not in BV,0.93,0.91,rhombohedral,-2.093,-0.14,0,15.048,1.537,6.121,6.121,6.121,56.9,56.9,56.9,2.677,0.6740740741,0.7133643633,9.225,5.89,2.54,1.5,0.7133643633
604,3229,3229,3229,PmErO3,Pm,Er,0,element not in BV,element not in BV,1.14,0.89,cubic,-3.15,0.637,0,15.13,1.765,4.229,4.229,4.229,90,90,90,4.536,0.6592592593,0.7860249487000001,5.553999999999999,6.101,1.13,1.24,0.7860249487000001
605,634,634,634,BiRhO3,Bi,Rh,0,3,3,1.38,0.67,orthorhombic,-1.182,0.056,0,12.332,0.513,5.403,5.865,7.783,90,90,90,0.707,0.49629629630000005,0.9556443131999999,7.289,7.46,2.02,2.28,0.9556443131999999
606,164,164,164,AlEuO3,Al,Eu,0,3,3,0.54,0.95,orthorhombic,-2.925,0.18,0,12.765,0.226,5.134,5.797,8.578,90,90,90,-8.901,0.7037037037,0.5810573115,5.986000000000001,5.67,1.61,1.2,0.5810573115
607,79,79,79,AgBaO3,Ag,Ba,0,not balanced,not balanced,1.28,1.35,orthorhombic,-0.989,0.388,0.23024652898311615,15.631,0.247,6.636,6.739,6.99,90,90,90,-6.975,1.0,0.6887743832,7.5760000000000005,5.212000000000001,1.93,0.89,0.6887743832
608,711,711,711,CaSiO3,Ca,Si,0,2,4,1.34,0.4,rhombohedral,-3.058,0.234,0.23024652898311615,9.159,4.339,5.054,5.054,5.054,60.1,60.1,60.1,6.171,0.2962962963,1.0869241379,6.1129999999999995,8.151,1.0,1.9,1.0869241379
609,2854,2854,2854,NpBeO3,Np,Be,0,element not in BV,element not in BV,0.98,0.45,orthorhombic,-3.038,0.375,0.6,9.277,2.095,5.069,5.077,7.21,90,90,90,1.432,0.3333333333,0.9153104445,6.19,9.322000000000001,1.36,1.57,0.9153104445
610,2875,2875,2875,NpKO3,Np,K,0,element not in BV,element not in BV,0.98,1.38,orthorhombic,-2.617,0.267,0.4,17.676,1.485,5.371,5.622,11.707,90,90,90,-0.35470613837242126,1.0222222222,0.6035013920000001,6.19,4.341,1.36,0.82,0.6035013920000001
611,3311,3311,3311,PrInO3,Pr,In,0,3,3,1.18,0.8,orthorhombic,-2.705,0.005,0,13.896,2.989,5.67,5.968,8.212,90,90,90,3.343,0.5925925926,0.8320837937000001,5.46,5.7860000000000005,1.13,1.78,0.8320837937000001
612,4151,4151,4151,SnTiO3,Sn,Ti,0,2,4,0.81,0.61,tetragonal,-2.488,0.078,0,12.534,0.744,3.867,3.867,4.192,90,90,90,4.657,0.4518518519,0.7792605344,7.343999999999999,6.82,1.96,1.54,0.7792605344
613,1721,1721,1721,HfPbO3,Hf,Pb,0,not balanced,not balanced,0.83,0.99,orthorhombic,-2.518,0.314,0,16.346,1.805,5.784,5.931,9.531,90,90,90,-0.35470613837242126,0.7333333333,0.6587575996,6.65,7.416,1.3,2.33,0.6587575996
614,3376,3376,3376,PtEuO3,Pt,Eu,0,element not in BV,element not in BV,0.67,1.06,rhombohedral,-1.596,0.368,0,14.649,0.471,5.816,5.816,5.816,62.4,62.4,62.4,-10.615,0.7851851851999999,0.5926787129,9.0,5.67,2.28,1.2,0.5926787129
615,1442,1442,1442,FeSmO3,Fe,Sm,0,not balanced,not balanced,0.85,0.96,orthorhombic,-2.544,0.19,1,13.318,1.655,5.591,5.605,8.499,90,90,90,-0.35470613837242126,0.7111111111,0.6734350297,7.87,5.64,1.83,1.17,0.6734350297
616,254,254,254,AsNaO3,As,Na,0,not balanced,not balanced,0.52,1.02,orthorhombic,-1.63,0.131,0.23024652898311615,12.895,2.122,5.116,5.131,9.824,90,90,90,-9.344,0.7555555556,0.5579281354,9.81,5.138999999999999,2.18,0.93,0.5579281354
617,2242,2242,2242,LiSbO3,Li,Sb,0,1,5,0.92,0.6,rhombohedral,-1.906,0.049,0.23024652898311615,10.472,2.403,5.371,5.371,5.371,58.1,58.1,58.1,2.451,0.44444444439999997,0.8231448171,5.392,8.641,0.98,2.05,0.8231448171
618,808,808,808,CeBO3,Ce,B,0,4,2,1.14,0.27,cubic,-2.358,0.916,-0.001,9.283,1.934,3.594,3.594,3.594,90,90,90,4.741,0.2,1.0868493118,5.54,8.298,1.12,2.04,1.0868493118
619,3880,3880,3880,ScCeO3,Sc,Ce,0,not balanced,not balanced,0.87,0.94,orthorhombic,-3.448,0.254,0,14.934,3.552,5.85,5.951,8.579,90,90,90,-5.624,0.6962962963,0.6854921634000001,6.54,5.54,1.36,1.12,0.6854921634000001
620,3917,3917,3917,ScRbO3,Sc,Rb,0,not balanced,not balanced,0.87,1.52,orthorhombic,-2.175,0.297,0,16.645,2.45,6.447,6.943,7.438,90,90,90,-12.193,1.1259259259,0.5469606461,6.54,4.177,1.36,0.82,0.5469606461
621,4892,4892,4892,VAgO3,V,Ag,0,not balanced,not balanced,0.72,0.95,orthorhombic,-1.633,0.074,0,13.017,1.337,5.179,5.572,9.022,90,90,90,-6.146,0.7037037037,0.6363961031,6.74,7.5760000000000005,1.63,1.93,0.6363961031
622,3889,3889,3889,ScGaO3,Sc,Ga,0,not balanced,not balanced,0.87,0.62,cubic,-2.283,0.672,0,10.576,1.582,3.753,3.753,3.753,90,90,90,3.32,0.4592592593,0.7968411443000001,6.54,5.999,1.36,1.81,0.7968411443000001
623,856,856,856,CeScO3,Ce,Sc,0,3,3,1.34,0.75,orthorhombic,-3.701,-0.038,0,13.251,4.42,5.638,5.828,8.066,90,90,90,5.523,0.5555555556,0.9057701148999999,5.54,6.54,1.12,1.36,0.9057701148999999
624,1819,1819,1819,HgVO3,Hg,V,0,2,4,1.14,0.58,orthorhombic,-1.579,0.147,0.201,11.274,0.65,5.372,5.384,7.796,90,90,90,1.811,0.4296296296,0.9122776606999999,10.437000000000001,6.74,2.0,1.63,0.9122776606999999
625,3237,3237,3237,PmHoO3,Pm,Ho,0,element not in BV,element not in BV,1.14,0.9,cubic,-3.105,0.671,0,15.393,1.764,4.254,4.254,4.254,90,90,90,4.431,0.6666666667,0.7825315045,5.553999999999999,6.018,1.13,1.23,0.7825315045
626,4082,4082,4082,SmVO3,Sm,V,1,2,4,1.32,0.58,orthorhombic,-3.223,-0.057,0.4,11.864,1.105,5.398,5.695,7.718,90,90,90,4.238,0.4296296296,0.9782254434000001,5.64,6.74,1.17,1.63,0.9782254434000001
627,2629,2629,2629,NbAgO3,Nb,Ag,0,3,3,0.72,0.75,orthorhombic,-1.87,0.182,0,14.047,1.521,5.571,5.888,8.565,90,90,90,-8.804,0.5555555556,0.6970052556999999,6.88,7.5760000000000005,1.6,1.93,0.6970052556999999
628,4052,4052,4052,SmNdO3,Sm,Nd,0,not balanced,not balanced,1.24,0.98,cubic,-2.622,1.038,0,17.747,0.993,4.46,4.46,4.46,90,90,90,-0.35470613837242126,0.7259259259,0.7860114005,5.64,5.53,1.17,1.14,0.7860114005
629,4533,4533,4533,ThBeO3,Th,Be,0,4,2,1.21,0.45,orthorhombic,-3.359,0.369,0,9.908,3.063,5.182,5.221,7.325,90,90,90,5.796,0.3333333333,1.0056629777,6.08,9.322000000000001,1.3,1.57,1.0056629777
630,5194,5194,5194,ZnCeO3,Zn,Ce,0,2,4,0.9,0.87,orthorhombic,-2.228,0.192,0.2,14.337,0.626,5.515,5.978,8.697,90,90,90,-4.988,0.6444444443999999,0.7166622782,9.394,5.54,1.65,1.12,0.7166622782
631,191,191,191,AlPrO3,Al,Pr,0,3,3,0.54,0.99,orthorhombic,-3.213,0.286,0,13.347,2.935,5.529,5.537,8.72,90,90,90,-7.082,0.7333333333,0.5711247079,5.986000000000001,5.46,1.61,1.13,0.5711247079
632,3695,3695,3695,RhPrO3,Rh,Pr,0,3,3,0.67,0.99,orthorhombic,-1.925,0.39,-0.001,13.917,0.344,5.542,5.911,8.498,90,90,90,-6.823,0.7333333333,0.6104084179,7.46,5.46,2.28,1.13,0.6104084179
633,520,520,520,BeCaO3,Be,Ca,0,not balanced,not balanced,0.45,1.0,orthorhombic,-2.398,0.093,0.23024652898311615,10.423,2.65,5.074,5.731,7.168,90,90,90,-9.03,0.7407407407,0.5416137047,9.322000000000001,6.1129999999999995,1.57,1.0,0.5416137047
634,3296,3296,3296,PrCeO3,Pr,Ce,0,3,3,1.18,1.01,cubic,-2.558,0.99,0,18.884,0.881,4.554,4.554,4.554,90,90,90,2.634,0.7481481481000001,0.7580424392,5.46,5.54,1.13,1.12,0.7580424392
635,2144,2144,2144,LaIrO3,La,Ir,0,3,3,1.36,0.68,orthorhombic,-2.255,0.085,0,12.737,0.809,5.466,5.894,7.908,90,90,90,0.504,0.5037037037,0.9439701365000001,5.58,9.1,1.1,2.2,0.9439701365000001
636,5043,5043,5043,YBaO3,Y,Ba,0,not balanced,not balanced,1.08,1.35,orthorhombic,-2.811,0.275,0.2,18.577,0.709,6.515,6.787,8.403,90,90,90,-7.335,1.0,0.6363961031,6.38,5.212000000000001,1.22,0.89,0.6363961031
637,2524,2524,2524,MoPbO3,Mo,Pb,0,not balanced,not balanced,0.73,0.99,rhombohedral,-1.516,0.372,0,16.019,0.503,5.757,5.757,5.757,68.9,68.9,68.9,-0.35470613837242126,0.7333333333,0.6285393611,7.099,7.416,2.16,2.33,0.6285393611
638,2676,2676,2676,NbRbO3,Nb,Rb,0,not balanced,not balanced,0.77,1.52,orthorhombic,-2.538,0.136,0,19.351,3.347,6.027,6.083,10.556,90,90,90,-21.272,1.1259259259,0.5223227790999999,6.88,4.177,1.6,0.82,0.5223227790999999
639,1496,1496,1496,GaNbO3,Ga,Nb,0,1,5,0.62,0.64,tetragonal,-2.186,0.159,0,13.115,0.296,3.963,3.963,4.175,90,90,90,4.928,0.47407407409999996,0.7000001804000001,5.999,6.88,1.81,1.6,0.7000001804000001
640,157,157,157,AlCeO3,Al,Ce,0,3,3,0.54,1.01,orthorhombic,-3.19,0.289,0,13.608,2.937,5.557,5.574,8.786,90,90,90,-7.106,0.7481481481000001,0.566284668,5.986000000000001,5.54,1.61,1.12,0.566284668
641,3050,3050,3050,PaSrO3,Pa,Sr,0,element not in BV,element not in BV,0.95,1.18,tetragonal,-2.718,0.463,0.2,17.429,0.678,3.796,3.796,6.049,90,90,90,-8.015,0.8740740740999999,0.6428243465,5.89,5.695,1.5,0.95,0.6428243465
642,2402,2402,2402,MgUO3,Mg,U,0,2,4,0.89,0.89,orthorhombic,-3.256,0.214,0.4,13.324,2.986,5.635,5.645,8.377,90,90,90,3.749,0.6592592593,0.7071067812,7.646,6.05,1.31,1.38,0.7071067812
643,4982,4982,4982,WEuO3,W,Eu,0,3,3,0.66,0.95,rhombohedral,-2.538,0.375,0,15.144,0.928,5.838,5.838,5.838,63.5,63.5,63.5,-15.419,0.7037037037,0.6179498392,7.98,5.67,2.36,1.2,0.6179498392
644,4717,4717,4717,TlPrO3,Tl,Pr,0,not balanced,not balanced,1.7,0.92,orthorhombic,-2.14,0.117,0,15.939,0.971,5.998,6.07,8.756,90,90,90,-2.864,0.6814814815000001,0.9500773932,6.108,5.46,1.62,1.13,0.9500773932
645,4798,4798,4798,TmScO3,Tm,Sc,0,3,3,1.05,0.75,cubic,-3.241,0.629,0,12.507,2.748,3.969,3.969,3.969,90,90,90,4.911,0.5555555556,0.8081220356000001,6.184,6.54,1.25,1.36,0.8081220356000001
646,2181,2181,2181,LaTlO3,La,Tl,0,3,3,1.36,0.89,orthorhombic,-2.287,0.038,0,15.167,1.302,5.817,6.164,8.46,90,90,90,1.289,0.6592592593,0.8554729362000001,5.58,6.108,1.1,1.62,0.8554729362000001
647,1140,1140,1140,CuPrO3,Cu,Pr,0,not balanced,not balanced,0.68,0.92,rhombohedral,-1.938,0.234,0.4,14.773,0.342,6.179,6.179,6.179,55.1,55.1,55.1,-3.905,0.6814814815000001,0.6323465929,7.726,5.46,1.9,1.13,0.6323465929
648,2591,2591,2591,NaNbO3,Na,Nb,1,1,5,1.39,0.64,orthorhombic,-2.686,0.019,0,11.887,2.204,5.47,5.568,7.806,90,90,90,5.195,0.47407407409999996,0.9736043118000001,5.138999999999999,6.88,0.93,1.6,0.9736043118000001
649,958,958,958,CrCaO3,Cr,Ca,0,not balanced,not balanced,0.57,1.0,orthorhombic,-2.452,0.213,0.4,12.774,1.198,5.466,5.481,8.527,90,90,90,-0.35470613837242126,0.7407407407,0.5777212851,6.766,6.1129999999999995,1.66,1.0,0.5777212851
650,492,492,492,BaSiO3,Ba,Si,0,not balanced,not balanced,1.61,0.4,cubic,-2.68,0.524,0.23024652898311615,11.084,1.289,3.813,3.813,3.813,90,90,90,4.872,0.2962962963,1.1960206127,5.212000000000001,8.151,0.89,1.9,1.1960206127
651,501,501,501,BaTiO3,Ba,Ti,1,2,4,1.61,0.61,tetragonal,-3.288,-0.03,0,13.029,1.68,3.987,3.987,4.099,90,90,90,5.357,0.4518518519,1.0678755470999999,5.212000000000001,6.82,0.89,1.54,1.0678755470999999
652,4946,4946,4946,VSmO3,V,Sm,0,not balanced,not balanced,0.72,0.96,orthorhombic,-2.955,0.268,0.4,13.425,1.638,5.655,5.74,8.271,90,90,90,-6.477,0.7111111111,0.6336411416,6.74,5.64,1.63,1.17,0.6336411416
653,1254,1254,1254,ErCrO3,Er,Cr,1,3,3,1.06,0.62,orthorhombic,-3.217,-0.028,0.6,10.953,2.462,5.23,5.551,7.545,90,90,90,4.12,0.4592592593,0.8650392602,6.101,6.766,1.24,1.66,0.8650392602
654,3277,3277,3277,PmTmO3,Pm,Tm,0,element not in BV,element not in BV,1.14,0.96,cubic,-3.209,0.595,0,14.903,1.964,4.208,4.208,4.208,90,90,90,4.699,0.7111111111,0.7622060109000001,5.553999999999999,6.184,1.13,1.25,0.7622060109000001
655,1912,1912,1912,InCsO3,In,Cs,0,not balanced,not balanced,0.92,1.67,orthorhombic,-0.889,0.609,0.23024652898311615,17.215,0.216,4.859,5.957,11.895,90,90,90,-0.35470613837242126,1.2370370370000001,0.5315007925,5.7860000000000005,3.8939999999999997,1.78,0.79,0.5315007925
656,4231,4231,4231,SrYbO3,Sr,Yb,0,not balanced,not balanced,1.44,0.95,orthorhombic,-2.491,0.208,0.23024652898311615,14.918,2.625,6.401,6.586,7.077,90,90,90,-0.984,0.7037037037,0.8577512694,5.695,6.254,0.95,1.1,0.8577512694
657,4202,4202,4202,SrPaO3,Sr,Pa,0,element not in BV,element not in BV,1.44,0.91,orthorhombic,-3.18,-0.144,0.2,16.648,2.529,6.087,6.268,8.727,90,90,90,5.517,0.6740740741,0.8729327077,5.695,5.89,0.95,1.5,0.8729327077
658,911,911,911,CoNaO3,Co,Na,0,not balanced,not balanced,0.9,1.02,rhombohedral,-1.013,0.289,0.4,12.852,1.249,5.75,5.75,5.75,58.1,58.1,58.1,-10.09,0.7555555556,0.6713039062,7.86,5.138999999999999,1.88,0.93,0.6713039062
659,898,898,898,CoGeO3,Co,Ge,0,2,4,0.9,0.53,cubic,-1.14,0.551,0.6,10.046,0.867,3.69,3.69,3.69,90,90,90,1.515,0.39259259259999996,0.8462714137,7.86,7.899,1.88,2.01,0.8462714137
660,1185,1185,1185,DyErO3,Dy,Er,0,not balanced,not balanced,1.08,0.89,cubic,-3.004,0.869,0,14.941,1.781,4.212,4.212,4.212,90,90,90,1.611,0.6592592593,0.7670845884999999,5.94,6.101,1.22,1.24,0.7670845884999999
661,3021,3021,3021,PaKO3,Pa,K,0,element not in BV,element not in BV,0.95,1.38,orthorhombic,-2.726,0.22,0,17.925,2.409,5.479,5.791,11.298,90,90,90,-0.35470613837242126,1.0222222222,0.5957309878,5.89,4.341,1.5,0.82,0.5957309878
662,2322,2322,2322,LuTbO3,Lu,Tb,0,3,3,1.03,0.92,cubic,-2.565,1.196,0,15.633,0.593,4.276,4.276,4.276,90,90,90,-0.812,0.6814814815000001,0.7413718675,5.4259,5.86,1.27,1.1,0.7413718675
663,4200,4200,4200,SrNpO3,Sr,Np,0,element not in BV,element not in BV,1.44,0.86,orthorhombic,-3.418,-0.014,0.6,16.005,2.6,6.008,6.182,8.619,90,90,90,-0.35470613837242126,0.637037037,0.8926823165000001,5.695,6.19,0.95,1.36,0.8926823165000001
