,Unnamed: 0,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN,A_IE,B_IE,C_IE
2979,2979,OsTbO3,Os,Tb,False,element not in BV,element not in BV,0.57,0.84,cubic,-0.393,1.909,1.022,15.858,0,4.296,4.296,4.296,90,90,90,-8.898,O,1.385,0.621300565,2.2,-,3.44,8.7,5.86,13.618
2980,2980,OsTcO3,Os,Tc,False,element not in BV,element not in BV,0.57,0.6,cubic,-0.023,1.346,0.646,11.774,0,3.89,3.89,3.89,90,90,90,-0.955,O,1.385,0.6964200288,2.2,1.9,3.44,8.7,7.28,13.618
2981,2981,OsTeO3,Os,Te,False,element not in BV,element not in BV,0.57,0.77,cubic,0.422,1.55,0.793,14.126,0,4.134,4.134,4.134,90,90,90,-2.452,O,1.385,0.6414820218999999,2.2,2.1,3.44,8.7,9.009,13.618
2982,2982,OsThO3,Os,Th,False,element not in BV,element not in BV,0.57,0.94,cubic,-0.986,1.905,0.902,18.69,0,4.538,4.538,4.538,90,90,90,-0.205,O,1.385,0.5945779601,2.2,1.3,3.44,8.7,6.08,13.618
2983,2983,OsTiO3,Os,Ti,False,element not in BV,element not in BV,0.57,0.71,cubic,-1.035,1.259,0.817,11.456,0,3.855,3.855,3.855,90,90,90,-2.52,O,1.385,0.6598538221,2.2,1.54,3.44,8.7,6.82,13.618
2984,2984,OsTlO3,Os,Tl,False,element not in BV,element not in BV,0.57,1.2,cubic,0.88,0.175,0.956,14.823,0,4.201,4.201,4.201,90,90,90,-10.443,O,1.385,0.5347751479,2.2,1.62,3.44,8.7,6.108,13.618
2985,2985,OsTmO3,Os,Tm,False,element not in BV,element not in BV,0.57,0.96,cubic,-0.697,1.792,1.01,14.888,0,4.207,4.207,4.207,90,90,90,-7.861,O,1.385,0.5895069327,2.2,1.25,3.44,8.7,6.184,13.618
2986,2986,OsUO3,Os,U,False,element not in BV,element not in BV,0.57,0.85,cubic,-1.116,1.524,0.958,15.963,0,4.306,4.306,4.306,90,90,90,3.604,O,1.385,0.6185206967,2.2,1.38,3.44,8.7,6.05,13.618
2987,2987,OsVO3,Os,V,False,element not in BV,element not in BV,0.57,0.64,cubic,-0.556,1.294,0.978,10.921,0,3.794,3.794,3.794,90,90,90,-3.713,O,1.385,0.6826635837999999,2.2,1.63,3.44,8.7,6.74,13.618
2988,2988,OsWO3,Os,W,False,element not in BV,element not in BV,0.57,0.63,cubic,-0.429,1.528,0.656,12.104,0,3.926,3.926,3.926,90,90,90,0.654,O,1.385,0.6860514924,2.2,2.36,3.44,8.7,7.98,13.618
2989,2989,OsYO3,Os,Y,False,element not in BV,element not in BV,0.57,0.9,cubic,-0.541,1.886,1.011,15.7,0,4.282,4.282,4.282,90,90,90,-8.627,O,1.385,0.604986327,2.2,1.22,3.44,8.7,6.38,13.618
2990,2990,OsYbO3,Os,Yb,False,element not in BV,element not in BV,0.57,0.95,cubic,0.001,0.294,1.213,14.04,0,4.125,4.125,4.125,90,90,90,-12.339,O,1.385,0.5920315877000001,2.2,-,3.44,8.7,6.254,13.618
2991,2991,OsZnO3,Os,Zn,False,element not in BV,element not in BV,0.57,0.74,cubic,0.343,1.7,0.987,11.056,0,3.809,3.809,3.809,90,90,90,-7.755,O,1.385,0.6505382386999999,2.2,1.65,3.44,8.7,9.394,13.618
2992,2992,OsZrO3,Os,Zr,False,element not in BV,element not in BV,0.57,0.72,cubic,-1.07,1.458,0.838,13.953,0,4.117,4.117,4.117,90,90,90,-3.131,O,1.385,0.6567191246,2.2,1.33,3.44,8.7,6.84,13.618
2993,2993,PaAcO3,Pa,Ac,False,element not in BV,element not in BV,0.95,1.12,cubic,-1.64,1.544,0.392,20.472,0,4.678,4.678,4.678,90,90,90,-0.704,O,1.385,0.6591194946,1.5,1.1,3.44,5.89,5.17,13.618
2994,2994,PaAgO3,Pa,Ag,False,element not in BV,element not in BV,0.95,0.95,orthorhombic,-2.063,0.263,0,13.672,1.73,5.835,6.235,7.516,90,90,90,-1.774,O,1.385,0.7071067812,1.5,1.93,3.44,5.89,7.5760000000000005,13.618
2995,2995,PaAlO3,Pa,Al,False,element not in BV,element not in BV,0.95,0.54,orthorhombic,-2.836,0.191,0.4,10.95,0,5.383,5.388,7.551,90,90,90,5.281,O,1.385,0.8577113423999999,1.5,1.61,3.44,5.89,5.986000000000001,13.618
2996,2996,PaAsO3,Pa,As,False,element not in BV,element not in BV,0.95,0.52,cubic,-1.277,1.065,0.418,13.312,0,4.053,4.053,4.053,90,90,90,1.572,O,1.385,0.8667161859,1.5,2.18,3.44,5.89,9.81,13.618
2997,2997,PaAuO3,Pa,Au,False,element not in BV,element not in BV,0.95,0.93,orthorhombic,-2.068,0.026,0,16.244,2.044,6.417,6.963,7.271,90,90,90,-2.825,O,1.385,0.7132156951,1.5,2.54,3.44,5.89,9.225,13.618
2998,2998,PaBO3,Pa,B,False,element not in BV,element not in BV,0.95,0.27,cubic,-1.644,1.102,0.353,9.442,0,3.614,3.614,3.614,90,90,90,-,O,1.385,0.997640081,1.5,2.04,3.44,5.89,8.298,13.618
2999,2999,PaBaO3,Pa,Ba,False,element not in BV,element not in BV,0.95,1.35,orthorhombic,-2.812,0.341,0.2,18.815,1.344,6.694,6.734,8.348,90,90,90,-,O,1.385,0.6036907986,1.5,0.89,3.44,5.89,5.212000000000001,13.618
3000,3000,PaBeO3,Pa,Be,False,element not in BV,element not in BV,0.95,0.45,orthorhombic,-2.806,0.24,0.2,9.587,1.713,5.085,5.168,7.297,90,90,90,4.249,O,1.385,0.8997789286,1.5,1.57,3.44,5.89,9.322000000000001,13.618
3001,3001,PaBiO3,Pa,Bi,False,element not in BV,element not in BV,0.95,0.9,cubic,-0.92,1.43,0.465,16.363,0,4.341,4.341,4.341,90,90,90,-,O,1.385,0.7225795773,1.5,2.02,3.44,5.89,7.289,13.618
3002,3002,PaCaO3,Pa,Ca,False,element not in BV,element not in BV,0.95,1.0,cubic,-1.826,1.362,0.2,14.379,0,4.158,4.158,4.158,90,90,90,-,O,1.385,0.6922827397,1.5,1,3.44,5.89,6.1129999999999995,13.618
3003,3003,PaCdO3,Pa,Cd,False,element not in BV,element not in BV,0.95,0.95,orthorhombic,-2.295,0.072,0.2,14.24,1.702,5.684,6.127,8.178,90,90,90,-1.407,O,1.385,0.7071067812,1.5,1.69,3.44,5.89,8.993,13.618
3004,3004,PaCeO3,Pa,Ce,False,element not in BV,element not in BV,0.95,0.94,cubic,-1.791,1.364,0.397,18.736,0,4.542,4.542,4.542,90,90,90,-,O,1.385,0.7101481006999999,1.5,1.12,3.44,5.89,5.54,13.618
3005,3005,PaCoO3,Pa,Co,False,element not in BV,element not in BV,0.95,0.63,cubic,-1.799,0.557,0.388,10.72,0,3.77,3.77,3.77,90,90,90,-,O,1.385,0.8194016545999999,1.5,1.88,3.44,5.89,7.86,13.618
3006,3006,PaCrO3,Pa,Cr,False,element not in BV,element not in BV,0.95,0.58,cubic,-2.208,0.479,1,11.778,0,3.891,3.891,3.891,90,90,90,3.253,O,1.385,0.8402515695,1.5,1.66,3.44,5.89,6.766,13.618
3007,3007,PaCsO3,Pa,Cs,False,element not in BV,element not in BV,0.95,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5404564104999999,1.5,0.79,3.44,5.89,3.8939999999999997,13.618
3008,3008,PaCuO3,Pa,Cu,False,element not in BV,element not in BV,0.95,0.68,orthorhombic,-2.294,0.131,0,11.809,1.402,5.311,5.98,7.435,90,90,90,0.156,O,1.385,0.7995614209,1.5,1.9,3.44,5.89,7.726,13.618
3009,3009,PaDyO3,Pa,Dy,False,element not in BV,element not in BV,0.95,0.99,cubic,-2.379,0.941,0.391,15.67,0,4.279,4.279,4.279,90,90,90,3.282,O,1.385,0.6951976143,1.5,1.22,3.44,5.89,5.94,13.618
3010,3010,PaErO3,Pa,Er,False,element not in BV,element not in BV,0.95,0.89,cubic,-2.475,0.868,0.389,15.25,0,4.24,4.24,4.24,90,90,90,-,O,1.385,0.7257557512,1.5,1.24,3.44,5.89,6.101,13.618
3011,3011,PaEuO3,Pa,Eu,False,element not in BV,element not in BV,0.95,1.06,orthorhombic,-3.196,0.145,0.2,15.978,1.751,5.734,5.957,9.356,90,90,90,-7.593,O,1.385,0.6752942062,1.5,-,3.44,5.89,5.67,13.618
3012,3012,PaFeO3,Pa,Fe,False,element not in BV,element not in BV,0.95,0.67,cubic,-1.804,0.663,1.261,11.756,0,3.888,3.888,3.888,90,90,90,-,O,1.385,0.8034522306999999,1.5,1.83,3.44,5.89,7.87,13.618
3013,3013,PaGaO3,Pa,Ga,False,element not in BV,element not in BV,0.95,0.62,rhombohedral,-2.183,0.376,0.4,11.866,0,5.5,5.5,5.5,60.4,60.4,60.4,3.319,O,1.385,0.8234884459,1.5,1.81,3.44,5.89,5.999,13.618
3014,3014,PaGdO3,Pa,Gd,False,element not in BV,element not in BV,0.95,0.94,cubic,-2.267,1.023,0.394,16.219,0,4.328,4.328,4.328,90,90,90,2.844,O,1.385,0.7101481006999999,1.5,1.2,3.44,5.89,6.15,13.618
3015,3015,PaGeO3,Pa,Ge,False,element not in BV,element not in BV,0.95,0.63,cubic,-1.514,1.075,0.456,12.079,0,3.923,3.923,3.923,90,90,90,-,O,1.385,0.8194016545999999,1.5,2.01,3.44,5.89,7.899,13.618
3016,3016,PaHfO3,Pa,Hf,False,element not in BV,element not in BV,0.95,0.71,cubic,-2.502,0.731,0.463,13.735,0,4.095,4.095,4.095,90,90,90,3.187,O,1.385,0.7881118540000001,1.5,1.3,3.44,5.89,6.65,13.618
3017,3017,PaHgO3,Pa,Hg,False,element not in BV,element not in BV,0.95,1.11,orthorhombic,-1.915,0.26,0.2,15.677,0.68,5.699,6.204,8.868,90,90,90,-2.774,O,1.385,0.6617612561,1.5,2,3.44,5.89,10.437000000000001,13.618
3018,3018,PaHoO3,Pa,Ho,False,element not in BV,element not in BV,0.95,0.9,cubic,-2.428,0.903,0.389,15.421,0,4.256,4.256,4.256,90,90,90,3.413,O,1.385,0.7225795773,1.5,1.23,3.44,5.89,6.018,13.618
3019,3019,PaInO3,Pa,In,False,element not in BV,element not in BV,0.95,0.8,cubic,-1.51,0.972,0.4,13.602,0,4.082,4.082,4.082,90,90,90,-,O,1.385,0.7556495808,1.5,1.78,3.44,5.89,5.7860000000000005,13.618
3020,3020,PaIrO3,Pa,Ir,False,element not in BV,element not in BV,0.95,0.63,cubic,-1.037,1.142,0.335,12.776,0,3.997,3.997,3.997,90,90,90,-1.955,O,1.385,0.8194016545999999,1.5,2.2,3.44,5.89,9.1,13.618
3021,3021,PaKO3,Pa,K,False,element not in BV,element not in BV,0.95,1.38,orthorhombic,-2.726,0.22,0,17.925,2.409,5.479,5.791,11.298,90,90,90,-,O,1.385,0.597140808,1.5,0.82,3.44,5.89,4.341,13.618
3022,3022,PaLaO3,Pa,La,False,element not in BV,element not in BV,0.95,1.03,cubic,-1.857,1.393,0.4,18.457,0,4.519,4.519,4.519,90,90,90,1.225,O,1.385,0.6836829541,1.5,1.1,3.44,5.89,5.58,13.618
3023,3023,PaLiO3,Pa,Li,False,element not in BV,element not in BV,0.95,0.76,orthorhombic,-2.934,0.029,0,11.029,3.419,5.195,5.751,7.383,90,90,90,0.486,O,1.385,0.7697409483,1.5,0.98,3.44,5.89,5.392,13.618
3024,3024,PaLuO3,Pa,Lu,False,element not in BV,element not in BV,0.95,0.86,cubic,-2.603,0.772,0.383,14.472,0,4.167,4.167,4.167,90,90,90,3.934,O,1.385,0.7354540464,1.5,1.27,3.44,5.89,5.4259,13.618
3025,3025,PaMgO3,Pa,Mg,False,element not in BV,element not in BV,0.95,0.72,cubic,-2.484,0.554,0.2,11.029,0,3.806,3.806,3.806,90,90,90,3.097,O,1.385,0.7843678547,1.5,1.31,3.44,5.89,7.646,13.618
3026,3026,PaMnO3,Pa,Mn,False,element not in BV,element not in BV,0.95,0.62,cubic,-2.024,0.65,1.2,12.006,0,3.916,3.916,3.916,90,90,90,2.564,O,1.385,0.8234884459,1.5,1.55,3.44,5.89,7.435,13.618
3027,3027,PaMoO3,Pa,Mo,False,element not in BV,element not in BV,0.95,0.62,cubic,-1.715,0.79,0.366,12.961,0,4.017,4.017,4.017,90,90,90,-,O,1.385,0.8234884459,1.5,2.16,3.44,5.89,7.099,13.618
3028,3028,PaNaO3,Pa,Na,False,element not in BV,element not in BV,0.95,1.02,orthorhombic,-2.759,0.156,0,13.836,3.279,5.442,5.714,8.898,90,90,90,-3.035,O,1.385,0.6865257106,1.5,0.93,3.44,5.89,5.138999999999999,13.618
3029,3029,PaNbO3,Pa,Nb,False,element not in BV,element not in BV,0.95,0.68,cubic,-1.98,0.741,0.479,13.421,0,4.064,4.064,4.064,90,90,90,1.448,O,1.385,0.7995614209,1.5,1.6,3.44,5.89,6.88,13.618
3030,3030,PaNdO3,Pa,Nd,False,element not in BV,element not in BV,0.95,0.98,cubic,-1.968,1.237,0.398,17.652,0,4.452,4.452,4.452,90,90,90,-,O,1.385,0.6981371391,1.5,1.14,3.44,5.89,5.53,13.618
3031,3031,PaNiO3,Pa,Ni,False,element not in BV,element not in BV,0.95,0.59,cubic,-1.822,0.533,0.126,10.976,0,3.8,3.8,3.8,90,90,90,1.724,O,1.385,0.8359971312000001,1.5,1.91,3.44,5.89,7.635,13.618
3032,3032,PaNpO3,Pa,Np,False,element not in BV,element not in BV,0.95,0.86,cubic,-2.366,0.79,1.196,16.51,0,4.354,4.354,4.354,90,90,90,-,O,1.385,0.7354540464,1.5,1.36,3.44,5.89,6.19,13.618
3033,3033,PaOsO3,Pa,Os,False,element not in BV,element not in BV,0.95,0.57,cubic,-1.092,1.116,0.291,12.579,0,3.977,3.977,3.977,90,90,90,-1.791,O,1.385,0.8445495315,1.5,2.2,3.44,5.89,8.7,13.618
3034,3034,Pa2O3,Pa,Pa,False,element not in BV,element not in BV,0.95,0.91,cubic,-1.768,1.021,0.779,18.002,0,4.482,4.482,4.482,90,90,90,-,O,1.385,0.7194310824,1.5,1.5,3.44,5.89,5.89,13.618
3035,3035,PaPbO3,Pa,Pb,False,element not in BV,element not in BV,0.95,0.99,orthorhombic,-2.224,0.186,0.2,17.36,1.193,5.806,6.046,9.891,90,90,90,-1.697,O,1.385,0.6951976143,1.5,2.33,3.44,5.89,7.416,13.618
3036,3036,PaPdO3,Pa,Pd,False,element not in BV,element not in BV,0.95,0.75,cubic,-1.166,1.001,0.315,12.866,0,4.007,4.007,4.007,90,90,90,-1.2,O,1.385,0.7733462923000001,1.5,2.2,3.44,5.89,8.34,13.618
3037,3037,PaPmO3,Pa,Pm,False,element not in BV,element not in BV,0.95,0.97,cubic,-2.062,1.171,0.398,17.294,0,4.422,4.422,4.422,90,90,90,2.216,O,1.385,0.7011016281,1.5,-,3.44,5.89,5.553999999999999,13.618
3038,3038,PaPrO3,Pa,Pr,False,element not in BV,element not in BV,0.95,0.92,cubic,-1.888,1.294,0.398,18.213,0,4.499,4.499,4.499,90,90,90,0.29,O,1.385,0.7163099062999999,1.5,1.13,3.44,5.89,5.46,13.618
3039,3039,PaPtO3,Pa,Pt,False,element not in BV,element not in BV,0.95,0.67,cubic,-0.96,1.136,0.358,13.395,0,4.061,4.061,4.061,90,90,90,-1.815,O,1.385,0.8034522306999999,1.5,2.28,3.44,5.89,9.0,13.618
3040,3040,PaPuO3,Pa,Pu,False,element not in BV,element not in BV,0.95,0.83,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7454150492,1.5,1.28,3.44,5.89,6.06,13.618
3041,3041,PaRbO3,Pa,Rb,False,element not in BV,element not in BV,0.95,1.52,orthorhombic,-2.7,0.228,0,19.54,2.207,5.412,5.796,12.459,90,90,90,-,O,1.385,0.5683629377,1.5,0.82,3.44,5.89,4.177,13.618
3042,3042,PaReO3,Pa,Re,False,element not in BV,element not in BV,0.95,0.57,cubic,-1.293,1.078,0.284,12.557,0,3.975,3.975,3.975,90,90,90,-0.585,O,1.385,0.8445495315,1.5,1.9,3.44,5.89,7.88,13.618
3043,3043,PaRhO3,Pa,Rh,False,element not in BV,element not in BV,0.95,0.61,cubic,-1.295,0.876,0.295,12.432,0,3.961,3.961,3.961,90,90,90,-1.288,O,1.385,0.8276162076000001,1.5,2.28,3.44,5.89,7.46,13.618
3044,3044,PaRuO3,Pa,Ru,False,element not in BV,element not in BV,0.95,0.62,cubic,-1.338,0.901,0.239,12.23,0,3.94,3.94,3.94,90,90,90,-1.409,O,1.385,0.8234884459,1.5,2.2,3.44,5.89,7.37,13.618
3045,3045,PaSbO3,Pa,Sb,False,element not in BV,element not in BV,0.95,0.68,cubic,-1.13,1.256,0.481,15.457,0,4.26,4.26,4.26,90,90,90,-0.278,O,1.385,0.7995614209,1.5,2.05,3.44,5.89,8.641,13.618
3046,3046,PaScO3,Pa,Sc,False,element not in BV,element not in BV,0.95,0.75,cubic,-2.751,0.547,0.37,13.051,0,4.026,4.026,4.026,90,90,90,4.351,O,1.385,0.7733462923000001,1.5,1.36,3.44,5.89,6.54,13.618
3047,3047,PaSiO3,Pa,Si,False,element not in BV,element not in BV,0.95,0.4,cubic,-1.841,0.981,0.481,11.147,0,3.82,3.82,3.82,90,90,90,1.99,O,1.385,0.9249828202,1.5,1.9,3.44,5.89,8.151,13.618
3048,3048,PaSmO3,Pa,Sm,False,element not in BV,element not in BV,0.95,0.96,cubic,-2.118,1.127,0.397,17.003,0,4.397,4.397,4.397,90,90,90,-,O,1.385,0.7040914005,1.5,1.17,3.44,5.89,5.64,13.618
3049,3049,PaSnO3,Pa,Sn,False,element not in BV,element not in BV,0.95,0.69,cubic,-1.34,1.134,0.515,13.815,0,4.103,4.103,4.103,90,90,90,-,O,1.385,0.7957081128,1.5,1.96,3.44,5.89,7.343999999999999,13.618
3050,3050,PaSrO3,Pa,Sr,False,element not in BV,element not in BV,0.95,1.18,tetragonal,-2.718,0.463,0.2,17.429,0.678,3.796,3.796,6.049,90,90,90,-8.015,O,1.385,0.6437014947999999,1.5,0.95,3.44,5.89,5.695,13.618
3051,3051,PaTaO3,Pa,Ta,False,element not in BV,element not in BV,0.95,0.68,cubic,-2.061,0.675,0.396,13.081,0,4.029,4.029,4.029,90,90,90,1.586,O,1.385,0.7995614209,1.5,1.5,3.44,5.89,7.89,13.618
3052,3052,PaTbO3,Pa,Tb,False,element not in BV,element not in BV,0.95,0.84,cubic,-2.194,0.981,0.393,15.923,0,4.302,4.302,4.302,90,90,90,2.993,O,1.385,0.7420648692,1.5,-,3.44,5.89,5.86,13.618
3053,3053,PaTcO3,Pa,Tc,False,element not in BV,element not in BV,0.95,0.6,cubic,-1.481,0.888,0.145,12.438,0,3.962,3.962,3.962,90,90,90,-0.246,O,1.385,0.8317855587,1.5,1.9,3.44,5.89,7.28,13.618
3054,3054,PaTeO3,Pa,Te,False,element not in BV,element not in BV,0.95,0.77,cubic,-0.832,1.418,0.504,15.408,0,4.255,4.255,4.255,90,90,90,-0.625,O,1.385,0.7661690645,1.5,2.1,3.44,5.89,9.009,13.618
3055,3055,PaThO3,Pa,Th,False,element not in BV,element not in BV,0.95,0.94,cubic,-2.162,1.309,0.573,19.206,0,4.579,4.579,4.579,90,90,90,0.173,O,1.385,0.7101481006999999,1.5,1.3,3.44,5.89,6.08,13.618
3056,3056,PaTiO3,Pa,Ti,False,element not in BV,element not in BV,0.95,0.71,orthorhombic,-2.832,0.125,0.2,12.303,0,5.419,6.01,7.555,90,90,90,4.256,O,1.385,0.7881118540000001,1.5,1.54,3.44,5.89,6.82,13.618
3057,3057,PaTlO3,Pa,Tl,False,element not in BV,element not in BV,0.95,1.2,orthorhombic,-1.938,0.625,0.203,15.913,0,5.991,6.276,8.464,90,90,90,-0.857,O,1.385,0.6387212124,1.5,1.62,3.44,5.89,6.108,13.618
3058,3058,PaTmO3,Pa,Tm,False,element not in BV,element not in BV,0.95,0.96,cubic,-2.533,0.828,0.387,14.962,0,4.214,4.214,4.214,90,90,90,3.81,O,1.385,0.7040914005,1.5,1.25,3.44,5.89,6.184,13.618
3059,3059,PaUO3,Pa,U,False,element not in BV,element not in BV,0.95,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.7387446685,1.5,1.38,3.44,5.89,6.05,13.618
3060,3060,PaVO3,Pa,V,False,element not in BV,element not in BV,0.95,0.64,cubic,-2.264,0.5,0.8,12.113,0,3.927,3.927,3.927,90,90,90,2.604,O,1.385,0.8153552267,1.5,1.63,3.44,5.89,6.74,13.618
3061,3061,PaWO3,Pa,W,False,element not in BV,element not in BV,0.95,0.63,cubic,-1.574,0.938,0.466,13.012,0,4.022,4.022,4.022,90,90,90,0.05,O,1.385,0.8194016545999999,1.5,2.36,3.44,5.89,7.98,13.618
3062,3062,PaYO3,Pa,Y,False,element not in BV,element not in BV,0.95,0.9,cubic,-2.353,0.946,0.391,15.618,0,4.274,4.274,4.274,90,90,90,3.128,O,1.385,0.7225795773,1.5,1.22,3.44,5.89,6.38,13.618
3063,3063,PaYbO3,Pa,Yb,False,element not in BV,element not in BV,0.95,0.95,cubic,-0.951,2.356,0.2,25.247,0.341,5.016,5.016,5.016,90,90,90,-12.498,O,1.385,0.7071067812,1.5,-,3.44,5.89,6.254,13.618
3064,3064,PaZnO3,Pa,Zn,False,element not in BV,element not in BV,0.95,0.74,cubic,-1.765,0.754,0.204,11.677,0,3.879,3.879,3.879,90,90,90,0.884,O,1.385,0.776985569,1.5,1.65,3.44,5.89,9.394,13.618
3065,3065,PaZrO3,Pa,Zr,False,element not in BV,element not in BV,0.95,0.72,cubic,-2.358,0.752,0.449,14.262,0,4.147,4.147,4.147,90,90,90,2.907,O,1.385,0.7843678547,1.5,1.33,3.44,5.89,6.84,13.618
3066,3066,PbAcO3,Pb,Ac,False,element not in BV,element not in BV,1.49,1.12,cubic,-1.799,0.608,0.11,19.884,0,4.633,4.633,4.633,90,90,90,-0.558,O,1.385,0.8115496990000001,2.33,1.1,3.44,7.416,5.17,13.618
3067,3067,PbAgO3,Pb,Ag,False,not balanced,not balanced,1.49,0.95,orthorhombic,-0.677,0.097,-,13.293,0,5.52,5.787,8.323,90,90,90,-0.648,O,1.385,0.8706346878,2.33,1.93,3.44,7.416,7.5760000000000005,13.618
3068,3068,PbAlO3,Pb,Al,False,not balanced,not balanced,1.49,0.54,orthorhombic,-2.115,0.135,-,10.835,0,5.314,5.413,7.534,90,90,90,0.559,O,1.385,1.0560685693,2.33,1.61,3.44,7.416,5.986000000000001,13.618
3069,3069,PbAsO3,Pb,As,False,not balanced,not balanced,1.49,0.52,tetragonal,-1.363,0.165,-,13.674,0,3.874,3.874,4.556,90,90,90,1.954,O,1.385,1.0671559034,2.33,2.18,3.44,7.416,9.81,13.618
3070,3070,PbAuO3,Pb,Au,False,element not in BV,element not in BV,1.49,0.93,orthorhombic,-0.606,0.157,-,13.635,0,5.683,5.928,8.094,90,90,90,0.078,O,1.385,0.8781563697,2.33,2.54,3.44,7.416,9.225,13.618
3071,3071,PbBO3,Pb,B,False,not balanced,not balanced,1.49,0.27,cubic,-0.901,1.074,-,8.811,0,3.532,3.532,3.532,90,90,90,-0.351,O,1.385,1.2283577015,2.33,2.04,3.44,7.416,8.298,13.618
3072,3072,PbBaO3,Pb,Ba,False,not balanced,not balanced,1.49,1.35,orthorhombic,-1.723,0.224,-,19.236,0.367,6.153,6.322,9.889,90,90,90,-1.982,O,1.385,0.7433023751000001,2.33,0.89,3.44,7.416,5.212000000000001,13.618
3073,3073,PbBeO3,Pb,Be,False,4,2,0.94,0.45,cubic,-1.23,0.625,-,9.405,0,3.609,3.609,3.609,90,90,90,-2.682,O,1.385,0.8959254857,2.33,1.57,3.44,7.416,9.322000000000001,13.618
3074,3074,PbBiO3,Pb,Bi,False,not balanced,not balanced,1.49,0.9,rhombohedral,-1.257,0.101,-,15.787,0,6.021,6.021,6.021,61,61,61,0.568,O,1.385,0.889685775,2.33,2.02,3.44,7.416,7.289,13.618
3075,3075,PbCaO3,Pb,Ca,False,not balanced,not balanced,1.49,1.0,cubic,-1.165,0.89,-,16.014,0,4.31,4.31,4.31,90,90,90,-3.853,O,1.385,0.8523823881999999,2.33,1,3.44,7.416,6.1129999999999995,13.618
3076,3076,PbCdO3,Pb,Cd,False,not balanced,not balanced,1.49,0.95,cubic,-0.598,0.62,-,14.512,0,4.171,4.171,4.171,90,90,90,-2.36,O,1.385,0.8706346878,2.33,1.69,3.44,7.416,8.993,13.618
3077,3077,PbCeO3,Pb,Ce,False,2,4,1.49,0.87,cubic,-1.755,0.622,0.197,18.335,0,4.509,4.509,4.509,90,90,90,-1.369,O,1.385,0.9015219494,2.33,1.12,3.44,7.416,5.54,13.618
3078,3078,PbCoO3,Pb,Co,False,2,4,1.49,0.53,orthorhombic,-1.077,0.184,0.164,11.444,0,5.301,5.541,7.793,90,90,90,0.756,O,1.385,1.0615832877,2.33,1.88,3.44,7.416,7.86,13.618
3079,3079,PbCrO3,Pb,Cr,False,2,4,1.49,0.55,orthorhombic,-1.79,0.08,0.468,11.637,0,5.425,5.554,7.724,90,90,90,1.768,O,1.385,1.0506108506,2.33,1.66,3.44,7.416,6.766,13.618
3080,3080,PbCsO3,Pb,Cs,False,not balanced,not balanced,1.49,1.67,orthorhombic,-0.844,0.381,-,18.534,0,4.87,5.785,13.158,90,90,90,-1.351,O,1.385,0.6654441885,2.33,0.79,3.44,7.416,3.8939999999999997,13.618
3081,3081,PbCuO3,Pb,Cu,False,not balanced,not balanced,1.49,0.68,orthorhombic,-0.931,0.06,-,11.346,0,5.275,5.674,7.582,90,90,90,-1.079,O,1.385,0.9844707002,2.33,1.9,3.44,7.416,7.726,13.618
3082,3082,PbDyO3,Pb,Dy,False,not balanced,not balanced,1.49,0.99,orthorhombic,-2.42,0.122,0.001,14.878,0,5.805,6.055,8.466,90,90,90,-,O,1.385,0.8559713667000001,2.33,1.22,3.44,7.416,5.94,13.618
3083,3083,PbErO3,Pb,Er,False,not balanced,not balanced,1.49,0.89,orthorhombic,-2.446,0.119,0,14.584,0,5.766,6.019,8.405,90,90,90,-0.941,O,1.385,0.8935964817000001,2.33,1.24,3.44,7.416,6.101,13.618
3084,3084,PbEuO3,Pb,Eu,False,not balanced,not balanced,1.49,1.06,orthorhombic,-1.986,0.191,0,15.286,0.229,5.932,5.958,8.651,90,90,90,-2.642,O,1.385,0.8314650290000001,2.33,-,3.44,7.416,5.67,13.618
3085,3085,PbFeO3,Pb,Fe,False,2,4,1.49,0.59,orthorhombic,-1.359,0.083,0.871,11.787,0,5.42,5.599,7.768,90,90,90,0.789,O,1.385,1.0293326562,2.33,1.83,3.44,7.416,7.87,13.618
3086,3086,PbGaO3,Pb,Ga,False,not balanced,not balanced,1.49,0.62,orthorhombic,-1.532,0.138,-,11.72,0,5.418,5.595,7.732,90,90,90,-0.404,O,1.385,1.01393117,2.33,1.81,3.44,7.416,5.999,13.618
3087,3087,PbGdO3,Pb,Gd,False,not balanced,not balanced,1.49,0.94,orthorhombic,-2.387,0.126,0.001,15.16,0,5.838,6.085,8.536,90,90,90,-0.992,O,1.385,0.8743793531,2.33,1.2,3.44,7.416,6.15,13.618
3088,3088,PbGeO3,Pb,Ge,False,2,4,1.49,0.53,tetragonal,-1.609,0.152,-,12.688,0,3.668,3.668,4.715,90,90,90,3.527,O,1.385,1.0615832877,2.33,2.01,3.44,7.416,7.899,13.618
